source_row_number,source_sheet_name,Unnamed: 2,pinyin,MC (NWH),MC (B&S),GSR,漢語大字典,廣韻,Unnamed: 9,normalized_character,normalized_pinyin,normalized_mc_nwh,normalized_mc_bs,normalized_gsr,normalized_hanyu_dazidian,normalized_guangyun
6699,Feuil1,烝,zheng1,ciṅ,tsying,0896h,32202.070,198.21 432.40,13,烝,zheng1,ciṅ,tsying,0896h,32202.070,198.21 432.40
6700,Feuil1,拯,zheng3,ciṅX,tsyingX,0896i,31876.080,320.52,6,拯,zheng3,ciṅX,tsyingX,0896i,31876.080,320.52
6701,Feuil1,脀,zheng1,ciṅ,tsying,0896j,32073.060,198.25,6,脀,zheng1,ciṅ,tsying,0896j,32073.060,198.25
6702,Feuil1,蒸,zheng1,ciṅ,tsying,0896k,53273.040,198.19,6,蒸,zheng1,ciṅ,tsying,0896k,53273.040,198.19
6703,Feuil1,升,sheng1,śiṅ,sying,0897a,10033.050,199.39,6,升,sheng1,śiṅ,sying,0897a,10033.050,199.39
6704,Feuil1,昇,sheng1,śiṅ,sying,0897c,21490.090,199.40,6,昇,sheng1,śiṅ,sying,0897c,21490.090,199.40
6705,Feuil1,陞,sheng1,śiṅ,sying,0897d,64132.010,199.41,6,陞,sheng1,śiṅ,sying,0897d,64132.010,199.41
6706,Feuil1,抍,sheng1,śiṅ,sying,0897e,31838.020,200.01 320.53,13,抍,sheng1,śiṅ,sying,0897e,31838.020,200.01 320.53
6707,Feuil1,抍,zheng3,ciṅX,tsyingX,0897e,31838.020,200.01 320.53,13,抍,zheng3,ciṅX,tsyingX,0897e,31838.020,200.01 320.53
6708,Feuil1,夌,ling2,liṅ,ling,0898a,20869.010,198.36,6,夌,ling2,liṅ,ling,0898a,20869.010,198.36
6709,Feuil1,陵,ling2,liṅ,ling,0898c,64134.060,198.34,6,陵,ling2,liṅ,ling,0898c,64134.060,198.34
6710,Feuil1,淩,ling2,liṅ,ling,0898e,31640.060,198.35,6,淩,ling2,liṅ,ling,0898e,31640.060,198.35
6711,Feuil1,凌,ling2,liṅ,ling,0898f,10298.030,198.38,6,凌,ling2,liṅ,ling,0898f,10298.030,198.38
6712,Feuil1,菱,ling2,liṅ,ling,0898g,53229.010,199.03,6,菱,ling2,liṅ,ling,0898g,53229.010,199.03
6713,Feuil1,鯪,ling2,liṅ,ling,0898h,74694.060,199.06,6,鯪,ling2,liṅ,ling,0898h,74694.060,199.06
6714,Feuil1,蔆,ling2,liṅ,ling,0898i,53284.060,199.02,6,蔆,ling2,liṅ,ling,0898i,53284.060,199.02
6715,Feuil1,冫,bing1,piṅ,ping,0899a,10295.010,199.23,6,冫,bing1,piṅ,ping,0899a,10295.010,199.23
6716,Feuil1,冰,bing1,piṅ,ping,0899b,10295.090,199.24,6,冰,bing1,piṅ,ping,0899b,10295.090,199.24
6717,Feuil1,馮,ping2,biṅ,bing,0899d,74540.030,026.24 199.19,13,馮,ping2,biṅ,bing,0899d,74540.030,026.24 199.19
6718,Feuil1,馮,ping2,biṅH,bingH,0899d,74540.030,026.24 199.19,13,馮,ping2,biṅH,bingH,0899d,74540.030,026.24 199.19
6719,Feuil1,憑,ping2,biṅ,bing,0899e,42351.020,199.20,6,憑,ping2,biṅ,bing,0899e,42351.020,199.20
6720,Feuil1,凭,ping2,biṅ,bing,0900a,10277.220,199.18 433.26,13,凭,ping2,biṅ,bing,0900a,10277.220,199.18 433.26
6721,Feuil1,凭,bing4,biṅH,bingH,0900a,10277.220,199.18 433.26,13,凭,bing4,biṅH,bingH,0900a,10277.220,199.18 433.26
6722,Feuil1,弓,gong1,kiuwṅ,kjuwng,0901a,20987.110,025.40,6,弓,gong1,kiuwṅ,kjuwng,0901a,20987.110,025.40
6723,Feuil1,穹,qiong1,khiuwṅ,khjuwng,0901e,42721.030,026.14,6,穹,qiong1,khiuwṅ,khjuwng,0901e,42721.030,026.14
6724,Feuil1,夢,meng4,miuwṅH,mjuwngH,0902a,20864.190,026.09 343.35,13,夢,meng4,miuwṅH,mjuwngH,0902a,20864.190,026.09 343.35
6725,Feuil1,夢,meng2,muwṅ,muwng,0902a,20864.190,026.09 343.35,13,夢,meng2,muwṅ,muwng,0902a,20864.190,026.09 343.35
6726,Feuil1,㝱,meng4,miuṅH,mjungH,0902c,20959.020,343.34,6,㝱,meng4,miuṅH,mjungH,0902c,20959.020,343.34
6727,Feuil1,瞢,meng2,miuwṅ,mjuwng,0902d,42505.100,026.08 201.30 343.36,20,瞢,meng2,miuwṅ,mjuwng,0902d,42505.100,026.08 201.30 343.36
6728,Feuil1,瞢,meng2,məṅ,mong,0902d,42505.100,026.08 201.30 343.36,20,瞢,meng2,məṅ,mong,0902d,42505.100,026.08 201.30 343.36
6729,Feuil1,甍,meng2,meaṅ,meang,0902e,21429.070,188.08,6,甍,meng2,meaṅ,meang,0902e,21429.070,188.08
6730,Feuil1,甍,meng2,hweaṅ,xweang,0902e,21429.070,188.08,6,甍,meng2,hweaṅ,xweang,0902e,21429.070,188.08
6731,Feuil1,蘉,mang2,maṅ,mang,0902f,53326.040,183.05,6,蘉,mang2,maṅ,mang,0902f,53326.040,183.05
6732,Feuil1,薨,hong1,hwəṅ,xwong,0902g,53302.030,201.48,6,薨,hong1,hwəṅ,xwong,0902g,53302.030,201.48
6733,Feuil1,克,ke4,khək,khok,0903a,10269.040,529.35,6,克,ke4,khək,khok,0903a,10269.040,529.35
6734,Feuil1,尅,ke4,khək,khok,0903f,10506.060,,0,尅,ke4,khək,khok,0903f,10506.060,
6735,Feuil1,剋,ke4,khək,khok,0903g,10339.030,529.36,6,剋,ke4,khək,khok,0903g,10339.030,529.36
6736,Feuil1,黑,hei1,hək,xok,0904a,74743.010,529.48,6,黑,hei1,hək,xok,0904a,74743.010,529.48
6737,Feuil1,墨,mo4,mək,mok,0904c,10487.030,529.51,6,墨,mo4,mək,mok,0904c,10487.030,529.51
6738,Feuil1,默,mo4,mək,mok,0904d,74744.110,529.52,6,默,mo4,mək,mok,0904d,74744.110,529.52
6739,Feuil1,嘿,mo4,mək,mok,0904e,10684.010,,0,嘿,mo4,mək,mok,0904e,10684.010,
6740,Feuil1,纆,mo4,mək,mok,0904f,53466.100,529.55,6,纆,mo4,mək,mok,0904f,53466.100,529.55
6741,Feuil1,得,de2,tək,tok,0905d,20828.030,529.08,6,得,de2,tək,tok,0905d,20828.030,529.08
6742,Feuil1,則,ze2,tsək,tsok,0906a,10340.060,529.13,6,則,ze2,tsək,tsok,0906a,10340.060,529.13
6743,Feuil1,側,ce4,tṣik,tsrik,0906c,10189.120,528.50,6,側,ce4,tṣik,tsrik,0906c,10189.120,528.50
6744,Feuil1,惻,ce4,tṣhik,tsrhik,0906e,42327.120,526.09,6,惻,ce4,tṣhik,tsrhik,0906e,42327.120,526.09
6745,Feuil1,測,ce4,tṣhik,tsrhik,0906f,31674.010,526.08,6,測,ce4,tṣhik,tsrhik,0906f,31674.010,526.08
6746,Feuil1,廁,ce4,tṣhiH,tsrhiH,0906g,20893.030,357.47,6,廁,ce4,tṣhiH,tsrhiH,0906g,20893.030,357.47
6747,Feuil1,賊,zei2,dzək,dzok,0907a,63637.010,391.12 530.07,13,賊,zei2,dzək,dzok,0907a,63637.010,391.12 530.07
6748,Feuil1,塞,sai4,səyH,sojH,0908a,10475.010,390.10 530.14,13,塞,sai4,səyH,sojH,0908a,10475.010,390.10 530.14
6749,Feuil1,塞,se4,sək,sok,0908a,10475.010,390.10 530.14,13,塞,se4,sək,sok,0908a,10475.010,390.10 530.14
6750,Feuil1,㥶,se4,sək,sok,0908b,42334.170,530.17,6,㥶,se4,sək,sok,0908b,42334.170,530.17
6751,Feuil1,北,bei3,pək,pok,0909a,10262.040,530.19,6,北,bei3,pək,pok,0909a,10262.040,530.19
6752,Feuil1,背,bei4,bwəyH,bwojH,0909e,32058.040,387.44 389.30,13,背,bei4,bwəyH,bwojH,0909e,32058.040,387.44 389.30
6753,Feuil1,背,bei4,pwəyH,pwojH,0909e,32058.040,387.44 389.30,13,背,bei4,pwəyH,pwojH,0909e,32058.040,387.44 389.30
6754,Feuil1,偝,bei4,bwəyH,bwojH,0909f,10188.140,387.41,6,偝,bei4,bwəyH,bwojH,0909f,10188.140,387.41
6755,Feuil1,亟,qi4,khiH,khiH,0910a,10055.070,358.40 526.51,13,亟,qi4,khiH,khiH,0910a,10055.070,358.40 526.51
6756,Feuil1,亟,ji2,kik,kik,0910a,10055.070,358.40 526.51,13,亟,ji2,kik,kik,0910a,10055.070,358.40 526.51
6757,Feuil1,㥛,ji2,kik,kik,0910c,42319.110,526.48,6,㥛,ji2,kik,kik,0910c,42319.110,526.48
6758,Feuil1,殛,ji2,kik,kik,0910d,21391.020,526.47,6,殛,ji2,kik,kik,0910d,21391.020,526.47
6759,Feuil1,極,ji2,gik,gik,0910e,21240.100,526.01,6,極,ji2,gik,gik,0910e,21240.100,526.01
6760,Feuil1,棘,ji2,kik,kik,0911a,21227.090,526.50,6,棘,ji2,kik,kik,0911a,21227.090,526.50
6761,Feuil1,襋,ji2,kik,kik,0911c,53113.220,526.49,6,襋,ji2,kik,kik,0911c,53113.220,526.49
6762,Feuil1,翊,yi4,yik,yik,0912a,53346.090,527.01,6,翊,yi4,yik,yik,0912a,53346.090,527.01
6763,Feuil1,翌,yi4,yik,yik,0912b,53346.070,527.02,6,翌,yi4,yik,yik,0912b,53346.070,527.02
6764,Feuil1,奭,shi4,hik,xik,0913a,10549.030,,0,奭,shi4,hik,xik,0913a,10549.030,
6765,Feuil1,襫,shi4,śiek,syek,0913b,53120.100,,0,襫,shi4,śiek,syek,0913b,53120.100,
6766,Feuil1,衋,xi4,hik,xik,0914a,53054.090,525.48,6,衋,xi4,hik,xik,0914a,53054.090,525.48
6767,Feuil1,抑,yi4,qik,'ik,0915a,31841.070,526.28,6,抑,yi4,qik,'ik,0915a,31841.070,526.28
6768,Feuil1,陟,zhi4,ṭik,trik,0916a,64131.010,525.14,6,陟,zhi4,ṭik,trik,0916a,64131.010,525.14
6769,Feuil1,敕,chi4,ṭhik,trhik,0917a,21460.030,524.51,6,敕,chi4,ṭhik,trhik,0917a,21460.030,524.51
6770,Feuil1,勅,chi4,ṭhik,trhik,0917b,10371.020,525.01,6,勅,chi4,ṭhik,trhik,0917b,10371.020,525.01
6771,Feuil1,弋,yi4,yik,yik,0918a,10557.230,526.58,6,弋,yi4,yik,yik,0918a,10557.230,526.58
6772,Feuil1,㚤,yi4,yik,yik,0918c,21025.080,527.11,6,㚤,yi4,yik,yik,0918c,21025.080,527.11
6773,Feuil1,杙,yi4,yik,yik,0918e,21160.020,527.13,6,杙,yi4,yik,yik,0918e,21160.020,527.13
6774,Feuil1,式,shi4,śik,syik,0918f,10558.070,525.38,6,式,shi4,śik,syik,0918f,10558.070,525.38
6775,Feuil1,忒,te4,thək,thok,0918g,42269.070,529.28,6,忒,te4,thək,thok,0918g,42269.070,529.28
6776,Feuil1,貣,te4,dək,dok,0918h,63625.030,529.31 529.40,13,貣,te4,dək,dok,0918h,63625.030,529.31 529.40
6777,Feuil1,貣,te4,thək,thok,0918h,63625.030,529.31 529.40,13,貣,te4,thək,thok,0918h,63625.030,529.31 529.40
6778,Feuil1,代,dai4,dəyH,dojH,0918i,10113.050,389.35,6,代,dai4,dəyH,dojH,0918i,10113.050,389.35
6779,Feuil1,拭,shi4,śik,syik,0918k,31865.030,525.39,6,拭,shi4,śik,syik,0918k,31865.030,525.39
6780,Feuil1,軾,shi4,śik,syik,0918l,53526.070,525.41,6,軾,shi4,śik,syik,0918l,53526.070,525.41
6781,Feuil1,侙,chi4,ṭhik,trhik,0918m,10143.130,525.06,6,侙,chi4,ṭhik,trhik,0918m,10143.130,525.06
6782,Feuil1,試,shi4,śiH,syiH,0918n,63960.120,357.01,6,試,shi4,śiH,syiH,0918n,63960.120,357.01
6783,Feuil1,弒,shi4,śiH,syiH,0918o,10559.190,357.02,6,弒,shi4,śiH,syiH,0918o,10559.190,357.02
6784,Feuil1,貸,dai4,thəyH,thojH,0918p,63634.020,390.12,6,貸,dai4,thəyH,thojH,0918p,63634.020,390.12
6785,Feuil1,岱,dai4,dəyH,dojH,0918q,10767.150,389.36,6,岱,dai4,dəyH,dojH,0918q,10767.150,389.36
6786,Feuil1,黛,dai4,dəyH,dojH,0918r,74747.050,389.37,6,黛,dai4,dəyH,dojH,0918r,74747.050,389.37
6787,Feuil1,蟘,te4,dək,dok,0918s,42892.140,,0,蟘,te4,dək,dok,0918s,42892.140,
6788,Feuil1,直,zhi2,ḍiH,driH,0919a,10061.070,524.38,6,直,zhi2,ḍiH,driH,0919a,10061.070,524.38
6789,Feuil1,直,zhi2,ḍik,drik,0919a,10061.070,524.38,6,直,zhi2,ḍik,drik,0919a,10061.070,524.38
6790,Feuil1,稙,zhi2,ṭik,trik,0919b,42611.100,525.15,6,稙,zhi2,ṭik,trik,0919b,42611.100,525.15
6791,Feuil1,埴,zhi2,jik,dzyik,0919c,10450.030,358.26 525.33,13,埴,zhi2,jik,dzyik,0919c,10450.030,358.26 525.33
6792,Feuil1,殖,zhi2,jik,dzyik,0919d,21388.100,525.31,6,殖,zhi2,jik,dzyik,0919d,21388.100,525.31
6793,Feuil1,植,zhi2,ḍiH,driH,0919e,21225.080,356.29 525.32,13,植,zhi2,ḍiH,driH,0919e,21225.080,356.29 525.32
6794,Feuil1,植,zhi2,jik,dzyik,0919e,21225.080,356.29 525.32,13,植,zhi2,jik,dzyik,0919e,21225.080,356.29 525.32
6795,Feuil1,犆,te4,dək,dok,0919f,31812.070,524.39,6,犆,te4,dək,dok,0919f,31812.070,524.39
6796,Feuil1,犆,zhi2,ḍik,drik,0919f,31812.070,524.39,6,犆,zhi2,ḍik,drik,0919f,31812.070,524.39
6797,Feuil1,置,zhi4,ṭiH,triH,0919g,42919.020,357.55,6,置,zhi4,ṭiH,triH,0919g,42919.020,357.55
6798,Feuil1,值,zhi4,ḍiH,driH,0919h,10171.080,356.28,6,值,zhi4,ḍiH,driH,0919h,10171.080,356.28
6799,Feuil1,德,de2,tək,tok,0919k,20841.170,529.04,6,德,de2,tək,tok,0919k,20841.170,529.04
6800,Feuil1,戠,shi4,cik,tsyik,0920a,21409.040,524.31,6,戠,shi4,cik,tsyik,0920a,21409.040,524.31
6801,Feuil1,樴,zhi2,dək,dok,0920e,21295.010,524.37 529.43,13,樴,zhi2,dək,dok,0920e,21295.010,524.37 529.43
6802,Feuil1,樴,zhi2,cik,tsyik,0920e,21295.010,524.37 529.43,13,樴,zhi2,cik,tsyik,0920e,21295.010,524.37 529.43
6803,Feuil1,織,zhi4,ciH,tsyiH,0920f,53453.170,356.26 524.32,13,織,zhi4,ciH,tsyiH,0920f,53453.170,356.26 524.32
6804,Feuil1,織,zhi1,cik,tsyik,0920f,53453.170,356.26 524.32,13,織,zhi1,cik,tsyik,0920f,53453.170,356.26 524.32
6805,Feuil1,職,zhi2,cik,tsyik,0920g,42797.140,524.29,6,職,zhi2,cik,tsyik,0920g,42797.140,524.29
6806,Feuil1,膱,zhi2,cik,tsyik,0920i,32113.060,,0,膱,zhi2,cik,tsyik,0920i,32113.060,
6807,Feuil1,幟,zhi4,śiH,syiH,0920j,10755.040,357.03 358.23,13,幟,zhi4,śiH,syiH,0920j,10755.040,357.03 358.23
6808,Feuil1,幟,zhi4,śik,syik,0920j,10755.040,357.03 358.23,13,幟,zhi4,śik,syik,0920j,10755.040,357.03 358.23
6809,Feuil1,幟,zhi4,chiH,tsyhiH,0920j,10755.040,357.03 358.23,13,幟,zhi4,chiH,tsyhiH,0920j,10755.040,357.03 358.23
6810,Feuil1,識,shi2,śik,syik,0920k,64019.160,356.27 525.37,13,識,shi2,śik,syik,0920k,64019.160,356.27 525.37
6811,Feuil1,熾,chi4,chiH,tsyhiH,0920l,32236.080,358.19,6,熾,chi4,chiH,tsyhiH,0920l,32236.080,358.19
6812,Feuil1,食,si4,ziyH,zijH,0921a,74440.010,357.51 525.16,13,食,si4,ziyH,zijH,0921a,74440.010,357.51 525.16
6813,Feuil1,食,shi2,jik,dzyik,0921a,74440.010,357.51 525.16,13,食,shi2,jik,dzyik,0921a,74440.010,357.51 525.16
6814,Feuil1,蝕,shi2,jik,dzyik,0921d,42864.080,525.17,6,蝕,shi2,jik,dzyik,0921d,42864.080,525.17
6815,Feuil1,飤,si4,ziH,ziH,0921e,74441.040,356.36,6,飤,si4,ziH,ziH,0921e,74441.040,356.36
6816,Feuil1,飭,chi4,ṭhik,trhik,0921g,74444.030,525.02,6,飭,chi4,ṭhik,trhik,0921g,74444.030,525.02
6817,Feuil1,飾,shi4,śik,syik,0921h,74447.060,525.42,6,飾,shi4,śik,syik,0921h,74447.060,525.42
6818,Feuil1,畟,ce4,tsik,tsik,0922a,42537.010,526.10 527.41,13,畟,ce4,tsik,tsik,0922a,42537.010,526.10 527.41
6819,Feuil1,畟,ce4,tṣhik,tsrhik,0922a,42537.010,526.10 527.41,13,畟,ce4,tṣhik,tsrhik,0922a,42537.010,526.10 527.41
6820,Feuil1,稷,ji4,tsik,tsik,0922b,42623.050,527.36,6,稷,ji4,tsik,tsik,0922b,42623.050,527.36
6821,Feuil1,謖,su4,ṣiuwk,srjuwk,0922c,64005.120,454.04,6,謖,su4,ṣiuwk,srjuwk,0922c,64005.120,454.04
6822,Feuil1,即,ji2,tsik,tsik,0923a,10314.020,527.34,6,即,ji2,tsik,tsik,0923a,10314.020,527.34
6823,Feuil1,蝍,ji2,tsik,tsik,0923b,42858.040,470.45 492.04 527.39,20,蝍,ji2,tsik,tsik,0923b,42858.040,470.45 492.04 527.39
6824,Feuil1,堲,ji2,tsit,tsit,0923c,10447.110,470.39 527.45 528.66,20,堲,ji2,tsit,tsit,0923c,10447.110,470.39 527.45 528.66
6825,Feuil1,䳭,ji2,tsik,tsik,0923d,74647.080,,0,䳭,ji2,tsik,tsik,0923d,74647.080,
6826,Feuil1,䳭,ji2,tsiek,tsjek,0923d,74647.080,,0,䳭,ji2,tsiek,tsjek,0923d,74647.080,
6827,Feuil1,夨,ze4,tṣik,tsrik,0924a,10524.020,496.24 528.51,13,夨,ze4,tṣik,tsrik,0924a,10524.020,496.24 528.51
6828,Feuil1,仄,ze4,tṣik,tsrik,0924d,10103.070,528.46,6,仄,ze4,tṣik,tsrik,0924d,10103.070,528.46
6829,Feuil1,𣅔,ze4,tṣik,tsrik,0924e,21487.070,528.44,6,𣅔,ze4,tṣik,tsrik,0924e,21487.070,528.44
6830,Feuil1,昃,ze4,tṣik,tsrik,0924f,21489.030,,0,昃,ze4,tṣik,tsrik,0924f,21489.030,
6831,Feuil1,息,xi1,sik,sik,0925a,42291.040,525.18,6,息,xi1,sik,sik,0925a,42291.040,525.18
6832,Feuil1,熄,xi1,sik,sik,0925b,32223.130,525.23,6,熄,xi1,sik,sik,0925b,32223.130,525.23
6833,Feuil1,嗇,se4,ṣik,srik,0926a,10665.110,526.33,6,嗇,se4,ṣik,srik,0926a,10665.110,526.33
6834,Feuil1,穡,se4,ṣik,srik,0926e,42634.050,526.35,6,穡,se4,ṣik,srik,0926e,42634.050,526.35
6835,Feuil1,色,se4,ṣik,srik,0927a,53071.010,526.31,6,色,se4,ṣik,srik,0927a,53071.010,526.31
6836,Feuil1,力,li4,lik,lik,0928a,10364.040,524.42,6,力,li4,lik,lik,0928a,10364.040,524.42
6837,Feuil1,仂,le4,lik,lik,0928c,10110.020,524.45 529.19,13,仂,le4,lik,lik,0928c,10110.020,524.45 529.19
6838,Feuil1,仂,le4,lək,lok,0928c,10110.020,524.45 529.19,13,仂,le4,lək,lok,0928c,10110.020,524.45 529.19
6839,Feuil1,扐,le4,lək,lok,0928d,31827.100,529.18,6,扐,le4,lək,lok,0928d,31827.100,529.18
6840,Feuil1,阞,le4,lək,lok,0928e,64115.040,529.26,6,阞,le4,lək,lok,0928e,64115.040,529.26
6841,Feuil1,勒,le4,lək,lok,0928f,10374.010,529.16,6,勒,le4,lək,lok,0928f,10374.010,529.16
6842,Feuil1,泐,le4,lək,lok,0928h,31576.010,529.24,6,泐,le4,lək,lok,0928h,31576.010,529.24
6843,Feuil1,或,yu4,ḫwik,hwik,0929a,21402.080,530.34,6,或,yu4,ḫwik,hwik,0929a,21402.080,530.34
6844,Feuil1,或,huo4,ḫwək,hwok,0929a,21402.080,530.34,6,或,huo4,ḫwək,hwok,0929a,21402.080,530.34
6845,Feuil1,域,yu4,ḫwik,hwik,0929e,10451.020,528.01,6,域,yu4,ḫwik,hwik,0929e,10451.020,528.01
6846,Feuil1,棫,yu4,ḫwik,hwik,0929g,21227.060,528.04,6,棫,yu4,ḫwik,hwik,0929g,21227.060,528.04
6847,Feuil1,罭,yu4,ḫwik,hwik,0929j,42920.020,528.03,6,罭,yu4,ḫwik,hwik,0929j,42920.020,528.03
6848,Feuil1,閾,yu4,ḫwik,hwik,0929k,74303.070,528.18,6,閾,yu4,ḫwik,hwik,0929k,74303.070,528.18
6849,Feuil1,閾,yu4,hwik,xwik,0929k,74303.070,528.18,6,閾,yu4,hwik,xwik,0929k,74303.070,528.18
6850,Feuil1,淢,xu4,hwik,xwik,0929l,31643.040,528.13 528.27,13,淢,xu4,hwik,xwik,0929l,31643.040,528.13 528.27
6851,Feuil1,窢,xu4,ḫwik,hwik,0929m,42732.130,,0,窢,xu4,ḫwik,hwik,0929m,42732.130,
6852,Feuil1,窢,xu4,hwik,xwik,0929m,42732.130,,0,窢,xu4,hwik,xwik,0929m,42732.130,
6853,Feuil1,緎,yu4,hwik,xwik,0929n,53410.060,528.10 528.24,13,緎,yu4,hwik,xwik,0929n,53410.060,528.10 528.24
6854,Feuil1,國,guo2,kwək,kwok,0929o,10720.090,530.39,6,國,guo2,kwək,kwok,0929o,10720.090,530.39
6855,Feuil1,惑,huo4,ḫwək,hwok,0929q,42309.090,530.35,6,惑,huo4,ḫwək,hwok,0929q,42309.090,530.35
6856,Feuil1,蜮,yu4,ḫwik,hwik,0929r,42860.050,528.02 530.36,13,蜮,yu4,ḫwik,hwik,0929r,42860.050,528.02 530.36
6857,Feuil1,蜮,yu4,ḫwək,hwok,0929r,42860.050,528.02 530.36,13,蜮,yu4,ḫwək,hwok,0929r,42860.050,528.02 530.36
6858,Feuil1,膕,guo2,kweak,kweak,0929s,32107.090,513.36,6,膕,guo2,kweak,kweak,0929s,32107.090,513.36
6859,Feuil1,蟈,guo1,kweak,kweak,0929t,42885.060,513.32,6,蟈,guo1,kweak,kweak,0929t,42885.060,513.32
6860,Feuil1,馘,guo2,kweak,kweak,0929u,74501.210,513.33,6,馘,guo2,kweak,kweak,0929u,74501.210,513.33
6861,Feuil1,聝,guo2,kweak,kweak,0929v,42790.130,513.34,6,聝,guo2,kweak,kweak,0929v,42790.130,513.34
6862,Feuil1,彧,yu4,qiuwk,'juwk,0929y,21405.130,458.08,6,彧,yu4,qiuwk,'juwk,0929y,21405.130,458.08
6863,Feuil1,洫,xu4,hwik,xwik,0930a,31611.020,528.15,6,洫,xu4,hwik,xwik,0930a,31611.020,528.15
6864,Feuil1,侐,xu4,hwiyH,xwijH,0930b,10149.080,356.13 528.16,13,侐,xu4,hwiyH,xwijH,0930b,10149.080,356.13 528.16
6865,Feuil1,侐,xu4,xwik,xwik,0930b,10149.080,356.13 528.16,13,侐,xu4,xwik,xwik,0930b,10149.080,356.13 528.16
6866,Feuil1,殈,xu4,hiwiek,xjwiek,0930c,21386.020,524.26,6,殈,xu4,hiwiek,xjwiek,0930c,21386.020,524.26
6867,Feuil1,殈,xu4,xwek,xwek,0930c,21386.020,524.26,6,殈,xu4,xwek,xwek,0930c,21386.020,524.26
6868,Feuil1,革,ge2,keak,keak,0931a,74325.010,515.18,6,革,ge2,keak,keak,0931a,74325.010,515.18
6869,Feuil1,愅,ge2,keak,keak,0931c,42326.030,,0,愅,ge2,keak,keak,0931c,42326.030,
6870,Feuil1,麥,mai4,meak,meak,0932a,74600.010,513.16,6,麥,mai4,meak,meak,0932a,74600.010,513.16
6871,Feuil1,畐,fu2,biuwk,bjuwk,0933a,42531.140,453.45 528.37,13,畐,fu2,biuwk,bjuwk,0933a,42531.140,453.45 528.37
6872,Feuil1,福,fu2,piuwk,pjuwk,0933d,42404.030,453.04,6,福,fu2,piuwk,pjuwk,0933d,42404.030,453.04
6873,Feuil1,葍,fu2,piuwk,pjuwk,0933i,53244.110,453.10,6,葍,fu2,piuwk,pjuwk,0933i,53244.110,453.10
6874,Feuil1,輻,fu2,piuwk,pjuwk,0933j,53543.110,435.57 453.08,13,輻,fu2,piuwk,pjuwk,0933j,53543.110,435.57 453.08
6875,Feuil1,幅,fu2,pik,pik,0933k,10746.130,453.07 527.53,13,幅,fu2,pik,pik,0933k,10746.130,453.07 527.53
6876,Feuil1,幅,fu2,piuwk,pjuwk,0933k,10746.130,453.07 527.53,13,幅,fu2,piuwk,pjuwk,0933k,10746.130,453.07 527.53
6877,Feuil1,楅,bi4,pik,pik,0933l,21245.040,453.19 527.54,13,楅,bi4,pik,pik,0933l,21245.040,453.19 527.54
6878,Feuil1,楅,bi4,piuwk,pjuwk,0933l,21245.040,453.19 527.54,13,楅,bi4,piuwk,pjuwk,0933l,21245.040,453.19 527.54
6879,Feuil1,匐,fu2,biuwk,bjuwk,0933m,10260.050,453.50 530.24,13,匐,fu2,biuwk,bjuwk,0933m,10260.050,453.50 530.24
6880,Feuil1,匐,fu2,bok,bok,0933m,10260.050,453.50 530.24,13,匐,fu2,bək,bok,0933m,10260.050,453.50 530.24
6881,Feuil1,偪,bi1,pik,pik,0933n,10187.020,453.18 527.51,13,偪,bi1,pik,pik,0933n,10187.020,453.18 527.51
6882,Feuil1,偪,bi1,piuwk,pjuwk,0933n,10187.020,453.18 527.51,13,偪,bi1,piuwk,pjuwk,0933n,10187.020,453.18 527.51
6883,Feuil1,湢,bi4,pik,pik,0933o,31671.020,527.56,6,湢,bi4,pik,pik,0933o,31671.020,527.56
6884,Feuil1,逼,bi1,pik,pik,0933p,63856.080,527.50,6,逼,bi1,pik,pik,0933p,63856.080,527.50
6885,Feuil1,富,fu4,piuwH,pjuwH,0933r,20942.040,435.56,6,富,fu4,piuwH,pjuwH,0933r,20942.040,435.56
6886,Feuil1,副,fu4,phik,phik,0933s,10347.160,435.46 458.02 528.36,20,副,fu4,phik,phik,0933s,10347.160,435.46 458.02 528.36
6887,Feuil1,副,fu4,phiuwH,phjuwH,0933s,10347.160,435.46 458.02 528.36,20,副,fu4,phiuwH,phjuwH,0933s,10347.160,435.46 458.02 528.36
6888,Feuil1,𠬝,fu2,biuwk,bjuwk,0934a,10391.020,492.12,6,𠬝,fu2,biuwk,bjuwk,0934a,10391.020,492.12
6889,Feuil1,服,fu2,biuwk,bjuwk,0934d,32053.070,453.24,6,服,fu2,biuwk,bjuwk,0934d,32053.070,453.24
6890,Feuil1,服,gu2,biuwk,bjuwk,0934d,32053.070,453.24,6,服,gu2,biuwk,bjuwk,0934d,32053.070,453.24
6891,Feuil1,服,fu4,biuwX,bjuwX,0934d,32053.070,453.24,6,服,fu4,biuwX,bjuwX,0934d,32053.070,453.24
6892,Feuil1,箙,fu2,biuwk,bjuwk,0934g,52984.110,453.36,6,箙,fu2,biuwk,bjuwk,0934g,52984.110,453.36
6893,Feuil1,伏,fu2,biuwH,bjuwH,0935a,10119.040,436.47 453.21,13,伏,fu2,biuwH,bjuwH,0935a,10119.040,436.47 453.21
6894,Feuil1,伏,fu2,biuwk,bjuwk,0935a,10119.040,436.47 453.21,13,伏,fu2,biuwk,bjuwk,0935a,10119.040,436.47 453.21
6895,Feuil1,改,gai3,kəyX,kojX,0936a,21450.010,274.19,6,改,gai3,kəyX,kojX,0936a,21450.010,274.19
