gsc_id,rhyme_section,series_number,schuessler_k_tokens,schuessler_source_page,schuessler_cross_reference_only,in_tex,tex_character_count,tex_characters_sample,mand2mc_row_count,mand2mc_character_count,mand2mc_characters_sample,bs_gsr_row_count,bs_gsr_character_count,bs_gsr_characters_sample,combined_source_character_count,combined_source_characters_sample
09-21,9,21,820,165,no,no,0,,1,1,晶,1,1,晶,1,晶
09-22,9,22,819,165,no,no,0,,5,5,井; 丼; 妌; 穽; 阱,2,2,井; 丼,5,井; 丼; 妌; 穽; 阱
09-23,9,23,811,166,no,no,0,,4,4,爭; 崢; 淨; 竫,3,2,爭; 淨,4,爭; 崢; 淨; 竫
09-24,9,24,821,166,no,no,0,,3,3,觲; 觪; 騂,0,0,,3,觲; 觪; 騂
09-25,9,25,812,166,no,no,0,,38,29,晴; 生; 腥; 醒; 青; 牲; 蜻; 菁; 甥; 精,15,12,晴; 生; 青; 甥; 精; 清; 請; 省; 情; 姓,29,晴; 生; 腥; 醒; 青; 牲; 蜻; 菁; 甥; 精
09-26,9,26,825,167,no,no,0,,9,6,平; 苹; 萍; 伻; 怦; 砰,2,1,平,6,平; 苹; 萍; 伻; 怦; 砰
09-27,9,27,839; 817,167,no,no,0,,4,4,甹; 娉; 聘; 騁,3,3,甹; 娉; 騁,4,甹; 娉; 聘; 騁
09-28,9,28,840,167,no,no,0,,2,2,竝; 並,1,1,並,2,竝; 並
09-29,9,29,824,168,no,no,0,,23,15,并; 併; 頩; 屏; 偋; 洴; 缾; 瓶; 荓; 絣,4,3,并; 屏; 缾,15,并; 併; 頩; 屏; 偋; 洴; 缾; 瓶; 荓; 絣
09-30,9,30,841,168,no,no,0,,10,7,冥; 瞑; 溟; 螟; 塓; 幎; 𧜀,1,1,冥,7,冥; 瞑; 溟; 螟; 塓; 幎; 𧜀
09-31,9,31,826,168,no,no,0,,2,2,名; 銘,2,2,名; 銘,2,名; 銘
09-32,9,32,762,169,no,no,0,,1,1,命,1,1,命,1,命
09-33,9,33,827,169,no,no,0,,1,1,鳴,1,1,鳴,1,鳴
10-01,10,1,108,170,no,yes,26,句; 鉤; 狗; 笱; 耇; 苟; 雊; 怐; 敂; 袧,34,25,句; 呴; 姁; 鉤; 煦; 狗; 笱; 耇; 苟; 雊,8,6,句; 鉤; 狗; 苟; 訽; 絇,25,句; 呴; 姁; 鉤; 煦; 狗; 笱; 耇; 苟; 雊
10-02,10,2,109,171,no,yes,9,冓; 媾; 搆; 構; 溝; 篝; 覯; 購; 遘,9,9,冓; 媾; 搆; 構; 溝; 篝; 覯; 購; 遘,4,4,溝; 篝; 覯; 購,9,冓; 媾; 搆; 構; 溝; 篝; 覯; 購; 遘
10-03,10,3,110,171,no,yes,4,口; 叩; 扣; 釦,6,4,口; 叩; 扣; 釦,3,2,口; 叩,4,口; 叩; 扣; 釦
10-04,10,4,111,171,no,yes,1,寇,1,1,寇,1,1,寇,1,寇
10-05,10,5,112,171,no,yes,6,后; 逅; 垢; 姤; 詬; 㖃,9,6,后; 逅; 垢; 姤; 詬; 㖃,1,1,后,6,后; 逅; 垢; 姤; 詬; 㖃
10-06,10,6,113,171,no,yes,7,侯; 候; 喉; 猴; 翭; 鍭; 餱,8,7,侯; 候; 喉; 猴; 翭; 鍭; 餱,6,5,侯; 候; 喉; 猴; 鍭,7,侯; 候; 喉; 猴; 翭; 鍭; 餱
10-07,10,7,114,172,no,yes,1,厚,1,1,厚,1,1,厚,1,厚
10-08,10,8,115,172,no,yes,1,後,2,1,後,2,1,後,1,後
10-09,10,9,121,172,no,yes,3,具; 俱; 椇,3,3,具; 俱; 椇,2,2,具; 俱,3,具; 俱; 椇
10-10,10,10,122,172,no,yes,15,區; 驅; 敺; 軀; 摳; 嘔; 毆; 漚; 甌; 謳,24,15,區; 驅; 敺; 軀; 摳; 嘔; 毆; 漚; 甌; 謳,4,4,區; 驅; 嘔; 樞,15,區; 驅; 敺; 軀; 摳; 嘔; 毆; 漚; 甌; 謳
10-11,10,11,124,173,no,yes,13,禺; 寓; 嵎; 愚; 遇; 隅; 腢; 髃; 齵; 喁,20,13,禺; 寓; 嵎; 愚; 遇; 隅; 腢; 髃; 齵; 喁,5,5,寓; 遇; 隅; 偶; 耦,13,禺; 寓; 嵎; 愚; 遇; 隅; 腢; 髃; 齵; 喁
10-12,10,12,117,173,no,yes,1,兜,1,1,兜,1,1,兜,1,兜
10-13,10,13,116,173,no,yes,2,斗; 枓,3,2,斗; 枓,2,1,斗,2,斗; 枓
10-14,10,14,1246a,173,no,no,0,,1,1,𧱓,0,0,,1,𧱓
10-15,10,15,1235,174,no,no,0,,2,2,斲; 鬭,1,1,斲,2,斲; 鬭
10-16,10,16,118,174,no,yes,5,豆; 脰; 頭; 裋; 豎,5,5,豆; 脰; 頭; 裋; 豎,5,4,豆; 脰; 頭; 豎,5,豆; 脰; 頭; 裋; 豎
10-17,10,17,1234,174,no,no,0,,1,1,鬥,0,0,,1,鬥
10-18,10,18,128,174,no,yes,14,朱; 侏; 珠; 株; 蛛; 鼄; 誅; 跦; 邾; 姝,16,14,朱; 侏; 珠; 株; 蛛; 鼄; 誅; 跦; 邾; 姝,6,5,朱; 侏; 蛛; 誅; 殊,14,朱; 侏; 珠; 株; 蛛; 鼄; 誅; 跦; 邾; 姝
10-19,10,19,129,174,no,yes,9,主; 罜; 注; 註; 拄; 鉒; 住; 柱; 黈,11,9,主; 罜; 注; 註; 拄; 鉒; 住; 柱; 黈,5,5,主; 注; 拄; 住; 柱,9,主; 罜; 注; 註; 拄; 鉒; 住; 柱; 黈
10-20,10,20,1232,175,no,no,0,,1,1,馵,0,0,,1,馵
10-21,10,21,130,175,no,no,0,,2,2,殳; 投,2,2,殳; 投,2,殳; 投
10-22,10,22,127,175,no,yes,5,壴; 尌; 樹; 廚; 躕,6,5,壴; 尌; 樹; 廚; 躕,6,5,壴; 尌; 樹; 廚; 躕,5,壴; 尌; 樹; 廚; 躕
10-23,10,23,125,175,no,yes,20,俞; 喻; 愈; 愉; 榆; 渝; 瑜; 瘉; 羭; 覦,24,20,俞; 喻; 愈; 愉; 榆; 渝; 瑜; 瘉; 羭; 覦,11,11,俞; 喻; 愈; 愉; 榆; 渝; 踰; 蝓; 輸; 歈,20,俞; 喻; 愈; 愉; 榆; 渝; 瑜; 瘉; 羭; 覦
10-24,10,24,126,176,no,yes,7,臾; 庾; 斞; 楰; 腴; 諛; 斔,7,7,臾; 庾; 斞; 楰; 腴; 諛; 斔,3,3,臾; 庾; 諛,7,臾; 庾; 斞; 楰; 腴; 諛; 斔
10-25,10,25,1243b,176,no,no,0,,1,1,窳,0,0,,1,窳
10-26,10,26,1243c,176,no,no,0,,1,1,戍,1,1,戍,1,戍
10-27,10,27,120,176,no,yes,1,漏,1,1,漏,1,1,漏,1,漏
10-28,10,28,1246b,176,no,no,0,,1,1,陋,1,1,陋,1,陋
10-29,10,29,123; 1207,176,no,yes,18,婁; 僂; 膢; 摟; 蔞; 屢; 瘻; 縷; 鞻; 塿,34,20,婁; 僂; 膢; 摟; 蔞; 屢; 瘻; 縷; 鞻; 塿,9,7,婁; 屢; 縷; 鞻; 鏤; 屨; 數,20,婁; 僂; 膢; 摟; 蔞; 屢; 瘻; 縷; 鞻; 塿
10-30,10,30,133,177,no,no,0,,4,4,須; 鬚; 嬃; 盨,2,2,須; 鬚,4,須; 鬚; 嬃; 盨
10-31,10,31,134,177,no,no,0,,13,10,需; 繻; 儒; 孺; 懦; 濡; 𣽉; 臑; 襦; 醹,2,2,濡; 襦,10,需; 繻; 儒; 孺; 懦; 濡; 𣽉; 臑; 襦; 醹
10-32,10,32,135,178,no,no,0,,1,1,乳,1,1,乳,1,乳
10-33,10,33,119,178,no,yes,1,走,1,1,走,1,1,走,1,走
10-34,10,34,1229,178,no,no,0,,3,3,奏; 湊; 腠,1,1,奏,3,奏; 湊; 腠
10-35,10,35,131; 325,178,no,no,0,,25,16,取; 娶; 趣; 娵; 諏; 聚; 陬; 掫; 緅; 棷,13,9,取; 娶; 趣; 娵; 聚; 驟; 最; 嘬; 撮,16,取; 娶; 趣; 娵; 諏; 聚; 陬; 掫; 緅; 棷
10-36,10,36,132,179,no,no,0,,8,7,芻; 趨; 雛; 鶵; 縐; 騶; 齺,2,2,芻; 趨,7,芻; 趨; 雛; 鶵; 縐; 騶; 齺
10-37,10,37,1097,179,no,no,0,,15,14,叜; 叟; 𡨙; 搜; 廋; 𣸈; 溲; 獀; 瘦; 醙,1,1,叟,14,叜; 叟; 𡨙; 搜; 廋; 𣸈; 溲; 獀; 瘦; 醙
10-38,10,38,1230,180,no,no,0,,1,1,裒,0,0,,1,裒
10-39,10,39,136,180,no,no,0,,19,17,付; 府; 柎; 跗; 弣; 拊; 泭; 坿; 祔; 附,2,2,府; 附,17,付; 府; 柎; 跗; 弣; 拊; 泭; 坿; 祔; 附
10-40,10,40,137,180,no,no,0,,1,1,鳧,0,0,,1,鳧
11-05,11,5,1214,182,no,no,0,,4,4,局; 跼; 挶; 梮,2,1,局,4,局; 跼; 挶; 梮
11-06,11,6,1204,182,no,no,0,,9,8,屋; 剭; 偓; 喔; 幄; 握; 渥; 腛,0,0,,8,屋; 剭; 偓; 喔; 幄; 握; 渥; 腛
11-07,11,7,1217,182,no,no,0,,1,1,勖,0,0,,1,勖
11-08,11,8,1227,182,no,no,0,,1,1,岳,1,1,岳,1,岳
11-09,11,9,1216,182,no,no,0,,2,2,玉; 頊,2,2,玉; 頊,2,玉; 頊
11-10,11,10,1215,182,no,no,0,,3,3,獄; 嶽; 鸑,2,2,獄; 嶽,3,獄; 嶽; 鸑
11-11,11,11,1205,182,no,no,0,,1,1,禿,0,0,,1,禿
11-12,11,12,1224,182,no,no,0,,25,21,蜀; 蠋; 燭; 臅; 觸; 躅; 獨; 襡; 韣; 䪅,7,6,蜀; 觸; 躅; 獨; 濁; 屬,21,蜀; 蠋; 燭; 臅; 觸; 躅; 獨; 襡; 韣; 䪅
11-13,11,13,1218,183,no,no,0,,9,8,豖; 啄; 椓; 㧻; 涿; 琢; 諑; 冢,4,4,瘃; 豖; 啄; 冢,9,豖; 啄; 椓; 㧻; 涿; 琢; 諑; 冢; 瘃
11-14,11,14,1202; 1220,183,no,no,0,,7,7,谷; 欲; 慾; 浴; 鵒; 裕; 俗,3,3,谷; 欲; 俗,7,谷; 欲; 慾; 浴; 鵒; 裕; 俗
11-15,11,15,1208; 1228,184,no,no,0,,10,10,彔; 盝; 琭; 睩; 祿; 㯟; 綠; 菉; 錄; 剝,10,10,彔; 盝; 琭; 睩; 祿; 㯟; 綠; 菉; 錄; 剝,10,彔; 盝; 琭; 睩; 祿; 㯟; 綠; 菉; 錄; 剝
11-16,11,16,1209,184,no,no,0,,4,4,鹿; 摝; 漉; 麓,1,1,鹿,4,鹿; 摝; 漉; 麓
11-17,11,17,1223,184,no,no,0,,6,6,辱; 溽; 縟; 蓐; 槈; 耨,5,5,辱; 縟; 蓐; 槈; 耨,6,辱; 溽; 縟; 蓐; 槈; 耨
11-18,11,18,1206,184,no,no,0,,6,5,族; 鏃; 瘯; 蔟; 嗾,2,2,族; 鏃,5,族; 鏃; 瘯; 蔟; 嗾
11-19,11,19,1219,184,no,no,0,,5,4,足; 哫; 促; 捉,3,2,足; 捉,4,足; 哫; 促; 捉
11-20,11,20,1221,185,no,no,0,,1,1,粟,0,0,,1,粟
11-21,11,21,1222,185,no,no,0,,14,13,束; 誎; 速; 餗; 駷; 悚; 竦; 欶; 樕; 蔌,4,3,束; 速; 漱,13,束; 誎; 速; 餗; 駷; 悚; 竦; 欶; 樕; 蔌
11-22,11,22,1210,185,no,no,0,,9,6,卜; 扑; 朴; 仆; 訃; 赴,5,3,卜; 仆; 赴,6,卜; 扑; 朴; 仆; 訃; 赴
11-23,11,23,1211,185,no,no,0,,12,7,菐; 僕; 樸; 轐; 撲; 墣; 璞,3,3,僕; 樸; 撲,7,菐; 僕; 樸; 轐; 撲; 墣; 璞
11-24,11,24,1212,186,no,no,0,,3,3,木; 沐; 霂,1,1,木,3,木; 沐; 霂
12-01,12,1,1172,187,no,no,0,,32,24,工; 控; 椌; 鞏; 功; 恐; 攻; 蛩; 跫; 貢,16,14,工; 控; 鞏; 功; 恐; 攻; 貢; 鴻; 空; 紅,24,工; 控; 椌; 鞏; 功; 恐; 攻; 蛩; 跫; 貢
12-02,12,2,1174,188,no,no,0,,1,1,孔,1,1,孔,1,孔
12-03,12,3,1182,188,no,no,0,,22,16,廾; 𠬞; 共; 拱; 供; 龏; 龔; 恭; 拲; 輁,11,11,廾; 𠬞; 共; 拱; 供; 龏; 龔; 恭; 拲; 鬨,16,廾; 𠬞; 共; 拱; 供; 龏; 龔; 恭; 拲; 輁
12-05,12,5,1183,189,no,no,0,,8,7,凶; 兇; 訩; 匈; 胷; 胸; 洶,2,2,凶; 訩,7,凶; 兇; 訩; 匈; 胷; 胸; 洶
12-07,12,7,1189,189,no,no,0,,1,1,妐,1,1,妐,1,妐
12-08,12,8,1188,189,no,no,0,,31,24,重; 𠟍; 偅; 憧; 湩; 罿; 種; 𤺄; 腫; 幢,15,10,重; 種; 腫; 撞; 鍾; 衝; 動; 慟; 童; 鐘,24,重; 𠟍; 偅; 憧; 湩; 罿; 種; 𤺄; 腫; 幢
12-09,12,9,1176,190,no,no,0,,12,8,同; 銅; 桐; 筒; 洞; 詷; 侗; 恫,2,2,同; 筒,8,同; 銅; 桐; 筒; 洞; 詷; 侗; 恫
12-10,12,10,1185,190,no,no,0,,19,18,用; 鏞; 𢦨; 甬; 俑; 勇; 涌; 蛹; 踊; 誦,8,8,用; 俑; 勇; 踊; 誦; 痛; 通; 傭,18,用; 鏞; 𢦨; 甬; 俑; 勇; 涌; 蛹; 踊; 誦
12-11,12,11,1187,191,no,no,0,,3,3,容; 溶; 蓉,2,1,容,3,容; 溶; 蓉
12-12,12,12,1192,191,no,no,0,,5,3,舂; 摏; 憃,3,2,舂; 憃,3,舂; 摏; 憃
12-13,12,13,1173; 1190,191,no,no,0,,7,6,公; 瓮; 松; 訟; 頌; 崧,7,5,公; 瓮; 松; 訟; 頌,6,公; 瓮; 松; 訟; 頌; 崧
12-14,12,14,1180,192,no,no,0,,1,1,弄,1,1,弄,1,弄
12-15,12,15,1193,192,no,no,0,,14,10,龍; 壟; 隴; 蘢; 龐; 礱; 籠; 聾; 蠪; 寵,8,6,龐; 龍; 隴; 籠; 聾; 寵,10,龍; 壟; 隴; 蘢; 龐; 礱; 籠; 聾; 蠪; 寵
12-16,12,16,1194,192,no,no,0,,2,1,茸,0,0,,1,茸
12-18,12,18,1196,192,no,no,0,,1,1,宂,0,0,,1,宂
12-19,12,19,1199,192,no,no,0,,15,12,囱; 匆; 悤; 怱; 聰; 蔥; 葱; 總; 緫; 揔,4,4,聰; 蔥; 窻; 䆫,12,囱; 匆; 悤; 怱; 聰; 蔥; 葱; 總; 緫; 揔
12-20,12,20,1177,193,no,no,0,,6,5,㚇; 惾; 椶; 稯; 鬷,0,0,,5,㚇; 惾; 椶; 稯; 鬷
12-21,12,21,1178,193,no,no,0,,1,1,叢,0,0,,1,叢
12-22,12,22,1191,193,no,no,0,,12,6,从; 從; 縱; 樅; 聳; 豵,3,3,從; 縱; 豵,6,从; 從; 縱; 樅; 聳; 豵
12-23,12,23,1179,193,no,no,0,,1,1,送,1,1,送,1,送
12-24,12,24,1200,193,no,no,0,,1,1,雙,1,1,雙,1,雙
12-25,12,25,1197,193,no,no,0,,29,23,丰; 捧; 俸; 蚌; 唪; 邦; 琫; 菶; 蜯; 封,11,9,蚌; 邦; 蜯; 封; 逢; 蜂; 鋒; 縫; 奉,23,丰; 捧; 俸; 蚌; 唪; 邦; 琫; 菶; 蜯; 封
12-26,12,26,1201,194,no,no,0,,4,4,尨; 哤; 駹; 厖,4,4,尨; 哤; 駹; 厖,4,尨; 哤; 駹; 厖
12-27,12,27,1181,194,no,no,0,,7,6,蒙; 幪; 矇; 濛; 蠓; 饛,1,1,蒙,6,蒙; 幪; 矇; 濛; 蠓; 饛
13-01,13,1,1040,196,no,no,0,,8,8,皐; 皋; 槹; 噑; 暭; 皡; 皞; 翶,1,1,皋,8,皐; 皋; 槹; 噑; 暭; 皡; 皞; 翶
13-02,13,2,1244c,196,no,no,0,,1,1,杲,0,0,,1,杲
13-03,13,3,1041; 1i,196,no,no,0,,10,9,丂; 考; 攷; 巧; 朽; 㱙; 栲; 苛; 輢,2,2,巧; 朽,9,丂; 考; 攷; 巧; 朽; 㱙; 栲; 苛; 輢
13-04,13,4,1042,196,no,no,0,,1,1,昊,0,0,,1,昊
13-05,13,5,1043,196,no,no,0,,1,1,顥,0,0,,1,顥
13-06,13,6,1065,196,no,no,0,,2,2,韭; 韮,1,1,韭,2,韭; 韮
13-07,13,7,1068,196,no,no,0,,6,4,咎; 𣓌; 鼛; 櫜,2,2,咎; 鼛,4,咎; 𣓌; 鼛; 櫜
13-08,13,8,1064,196,no,no,0,,12,9,丩; 糾; 糺; 赳; 虯; 觓; 叫; 訆; 嘂,3,3,丩; 糾; 叫,9,丩; 糾; 糺; 赳; 虯; 觓; 叫; 訆; 嘂
13-09,13,9,1044,197,no,no,0,,2,1,好,2,1,好,1,好
13-10,13,10,1244d,197,no,no,0,,1,1,薅,1,1,薅,1,薅
13-11,13,11,1070,197,no,no,0,,9,9,休; 咻; 貅; 鵂; 髹; 茠; 烋; 梟; 𣻏,1,1,休,9,休; 咻; 貅; 鵂; 髹; 茠; 烋; 梟; 𣻏
13-12,13,12,1088,197,no,no,0,,3,3,臭; 嗅; 糗,4,2,臭; 嗅,3,臭; 嗅; 糗
13-13,13,13,1089,197,no,no,0,,1,1,醜,2,1,醜,1,醜
13-14,13,14,1071,197,no,no,0,,6,6,憂; 優; 懮; 瀀; 纋; 耰,1,1,優,6,憂; 優; 懮; 瀀; 纋; 耰
13-15,13,15,1072,197,no,no,0,,1,1,麀,0,0,,1,麀
13-16,13,16,1115,198,no,no,0,,9,8,幺; 𢆶; 幽; 幼; 呦; 黝; 窈; 坳,4,4,幺; 幽; 幼; 窈,8,幺; 𢆶; 幽; 幼; 呦; 黝; 窈; 坳
13-17,13,17,1245a,198,no,no,0,,1,1,窅,0,0,,1,窅
13-18,13,18,1244h,198,no,no,0,,1,1,饕,0,0,,1,饕
13-19,13,19,1084; 1085,198,no,no,0,,6,6,舟; 侜; 輈; 受; 授; 綬,3,3,舟; 受; 授,6,舟; 侜; 輈; 受; 授; 綬
13-20,13,20,1086,198,no,no,0,,3,3,州; 洲; 酬,2,2,州; 洲,3,州; 洲; 酬
13-21,13,21,1091,198,no,no,0,,4,4,讎; 犨; 犫; 售,1,1,讎,4,讎; 犨; 犫; 售
13-22,13,22,1090,199,no,no,0,,24,18,鑄; 𢏚; 𠷎; 𠼡; 壽; 儔; 疇; 籌; 躊; 醻,5,3,鑄; 壽; 疇,18,鑄; 𢏚; 𠷎; 𠼡; 壽; 儔; 疇; 籌; 躊; 醻
13-23,13,23,1073,199,no,no,0,,4,4,肘; 疛; 酎; 討,5,5,紂; 肘; 疛; 酎; 討,5,肘; 疛; 酎; 討; 紂
13-24,13,24,1074,199,no,no,0,,1,1,盩,0,0,,1,盩
13-25,13,25,1116,199,no,no,0,,4,3,鳥; 蔦; 島,0,0,,3,鳥; 蔦; 島
13-26,13,26,1083,199,no,yes,32,周; 婤; 賙; 輖; 啁; 惆; 稠; 綢; 裯; 凋,21,19,周; 婤; 賙; 輖; 啁; 惆; 稠; 綢; 裯; 凋,8,7,周; 稠; 綢; 凋; 彫; 雕; 調,19,周; 婤; 賙; 輖; 啁; 惆; 稠; 綢; 裯; 凋
13-27,13,27,1078,200,no,no,0,,11,8,舀; 慆; 搯; 滔; 謟; 韜; 稻; 蹈,2,2,滔; 稻,8,舀; 慆; 搯; 滔; 謟; 韜; 稻; 蹈
13-30,13,30,1079,200,no,no,0,,18,15,由; 柚; 油; 鼬; 妯; 抽; 宙; 胄; 冑; 䩜,5,5,由; 抽; 冑; 袖; 軸,15,由; 柚; 油; 鼬; 妯; 抽; 宙; 胄; 冑; 䩜
13-31,13,31,1082,201,no,no,0,,1,1,牖,1,1,牖,1,牖
13-32,13,32,1077,201,no,no,0,,23,19,攸; 悠; 修; 脩; 條; 䩦; 鋚; 莜; 翛; 焂,8,7,攸; 悠; 修; 脩; 條; 倏; 滌,19,攸; 悠; 修; 脩; 條; 䩦; 鋚; 莜; 翛; 焂
13-33,13,33,1080,201,no,no,0,,4,4,斿; 游; 遊; 蝣,2,2,游; 遊,4,斿; 游; 遊; 蝣
13-34,13,34,1081,202,no,no,0,,3,2,卣; 逌,0,0,,2,卣; 逌
13-35,13,35,1094,202,no,no,0,,2,2,囚; 泅,2,2,囚; 泅,2,囚; 泅
13-36,13,36,1096,202,no,no,0,,18,15,酉; 蕕; 庮; 梄; 槱; 酒; 酋; 蝤; 遒; 緧,9,7,酉; 酒; 酋; 蝤; 遒; 緧; 猶,15,酉; 蕕; 庮; 梄; 槱; 酒; 酋; 蝤; 遒; 緧
13-37,13,37,1246c,202,no,no,0,,1,1,狖,0,0,,1,狖
13-38,13,38,1102; 1048,202,no,no,0,,5,3,首; 道; 導,5,3,首; 道; 導,3,首; 道; 導
13-39,13,39,1095,202,no,no,0,,5,4,秀; 琇; 莠; 誘,2,2,秀; 莠,4,秀; 琇; 莠; 誘
13-40,13,40,1099,203,no,no,0,,3,2,守; 狩,3,2,守; 狩,2,守; 狩
13-41,13,41,1100,203,no,no,0,,1,1,獸,1,1,獸,1,獸
13-42,13,42,1101,203,no,no,0,,1,1,手,1,1,手,1,手
13-43,13,43,1055,203,no,no,0,,1,1,老,1,1,老,1,老
13-44,13,44,1056,203,no,no,0,,1,1,牢,0,0,,1,牢
13-45,13,45,1069,203,no,no,0,,29,20,翏; 鏐; 飂; 摎; 樛; 璆; 勠; 瘳; 繆; 謬,10,7,翏; 摎; 樛; 瘳; 謬; 膠; 戮,20,翏; 鏐; 飂; 摎; 樛; 璆; 勠; 瘳; 繆; 謬
13-46,13,46,1104,204,no,no,0,,3,3,流; 𣹳; 旒,1,1,流,3,流; 𣹳; 旒
13-47,13,47,1114,204,no,no,0,,23,19,卯; 劉; 懰; 瀏; 茆; 昴; 窌; 貿; 柳; 桺,7,7,卯; 劉; 茆; 昴; 柳; 留; 聊,19,卯; 劉; 懰; 瀏; 茆; 昴; 窌; 貿; 柳; 桺
13-48,13,48,1105,205,no,no,0,,11,7,柔; 揉; 㽥; 蹂; 輮; 糅; 猱,2,2,柔; 猱,7,柔; 揉; 㽥; 蹂; 輮; 糅; 猱
13-50,13,50,1076,205,no,no,0,,6,6,丑; 杻; 狃; 紐; 羞; 忸,4,4,丑; 狃; 紐; 羞,6,丑; 杻; 狃; 紐; 羞; 忸
13-51,13,51,1049,205,no,no,0,,2,2,早; 草,2,2,早; 草,2,早; 草
13-52,13,52,1052,205,no,no,0,,2,2,屮; 艸,0,0,,2,屮; 艸
13-53,13,53,1050,205,no,no,0,,1,1,棗,1,1,棗,1,棗
13-54,13,54,1051,205,no,no,0,,4,3,造; 慥; 簉,2,1,造,3,造; 慥; 簉
13-55,13,55,1053,206,no,no,0,,7,6,曹; 螬; 漕; 傮; 糟; 遭,3,3,曹; 糟; 遭,6,曹; 螬; 漕; 傮; 糟; 遭
13-56,13,56,1054,206,no,no,0,,2,2,皂; 皁,1,1,皁,2,皂; 皁
13-57,13,57,1092,206,no,no,0,,12,10,秋; 楸; 萩; 鶖; 啾; 湫; 揫; 甃; 愁; 愀,2,2,秋; 愁,10,秋; 楸; 萩; 鶖; 啾; 湫; 揫; 甃; 愁; 愀
13-58,13,58,1093,206,no,no,0,,6,3,就; 蹴; 蹵,1,1,就,3,就; 蹴; 蹵
13-59,13,59,1111,206,no,no,0,,4,2,爪; 抓,2,2,爪; 抓,2,爪; 抓
13-60,13,60,1112,206,no,no,0,,9,7,㕚; 蚤; 慅; 搔; 騷; 糔; 鼜,3,3,蚤; 搔; 騷,7,㕚; 蚤; 慅; 搔; 騷; 糔; 鼜
13-61,13,61,1087,207,no,no,0,,6,4,帚; 箒; 埽; 掃,1,1,帚,4,帚; 箒; 埽; 掃
13-62,13,62,1098,207,no,no,0,,1,1,蒐,0,0,,1,蒐
13-64,13,64,1057,207,no,no,0,,5,4,保; 葆; 褓; 襃,2,2,保; 褒,5,保; 葆; 褓; 襃; 褒
13-65,13,65,1058,207,no,no,0,,1,1,報,1,1,報,1,報
13-66,13,66,1059,207,no,no,0,,1,1,寶,1,1,寶,1,寶
13-67,13,67,1060,207,no,no,0,,1,1,鴇,0,0,,1,鴇
13-68,13,68,1061,207,no,no,0,,1,1,虣,0,0,,1,虣
13-69,13,69,1107,207,no,no,0,,2,2,缶; 㯱,1,1,缶,2,缶; 㯱
13-70,13,70,1108,207,no,no,0,,1,1,阜,1,1,阜,1,阜
13-71,13,71,1154; 1106,207,no,no,0,,6,3,髟; 彪; 滮,1,1,髟,3,髟; 彪; 滮
13-72,13,72,1113,208,no,no,0,,20,14,包; 胞; 苞; 飽; 庖; 匏; 炮; 鮑; 袍; 抱,8,8,包; 胞; 苞; 匏; 袍; 抱; 枹; 雹,14,包; 胞; 苞; 飽; 庖; 匏; 炮; 鮑; 袍; 抱
13-73,13,73,1233,208,no,no,0,,15,11,孚; 俘; 莩; 郛; 垺; 殍; 罦; 桴; 浮; 蜉,2,2,浮; 蜉,11,孚; 俘; 莩; 郛; 垺; 殍; 罦; 桴; 浮; 蜉
13-74,13,74,1062,209,no,no,0,,4,3,冒; 媢; 瑁,4,3,帽; 冒; 媢,4,冒; 媢; 瑁; 帽
13-75,13,75,1063,209,no,no,0,,1,1,牡,1,1,牡,1,牡
13-76,13,76,1109,209,no,no,0,,19,16,矛; 茅; 楙; 懋; 敄; 務; 婺; 騖; 蝥; 蟊,5,5,矛; 茅; 務; 瞀; 霧,16,矛; 茅; 楙; 懋; 敄; 務; 婺; 騖; 蝥; 蟊
13-77,13,77,1110,209,no,no,0,,6,5,牟; 恈; 眸; 麰; 侔,0,0,,5,牟; 恈; 眸; 麰; 侔
13-78,13,78,1231,209,no,no,0,,2,2,戊; 茂,1,1,戊,2,戊; 茂
14-02,14,2,1017,210,no,no,0,,10,10,匊; 掬; 椈; 菊; 蘜; 踘; 鞠; 麴; 鞫; 𥷚,1,1,鞫,10,匊; 掬; 椈; 菊; 蘜; 踘; 鞠; 麴; 鞫; 𥷚
14-03,14,3,1038,210,no,no,0,,8,6,學; 斆; 覺; 嚳; 鷽; 攪,6,4,學; 覺; 鷽; 攪,6,學; 斆; 覺; 嚳; 鷽; 攪
14-04,14,4,1045,211,no,no,0,,7,5,奧; 澳; 隩; 燠; 薁,4,3,奧; 澳; 薁,5,奧; 澳; 隩; 燠; 薁
14-05,14,5,1016,211,no,no,0,,3,2,毒; 纛,2,1,毒,2,毒; 纛
14-06,14,6,1025,211,no,no,0,,4,2,祝; 柷,3,1,祝,2,祝; 柷
14-07,14,7,1026,211,no,no,0,,3,3,孰; 熟; 塾,2,2,孰; 熟,3,孰; 熟; 塾
14-08,14,8,1019,211,no,no,0,,6,6,竹; 筑; 築; 𥲒; 竺; 篤,3,3,竹; 築; 篤,6,竹; 筑; 築; 𥲒; 竺; 篤
14-09,14,9,1075,212,no,no,0,,1,1,晝,0,0,,1,晝
14-10,14,10,1024,212,no,no,0,,3,2,粥; 鬻,2,2,粥; 鬻,2,粥; 鬻
14-11,14,11,1020,212,no,no,0,,1,1,育,1,1,育,1,育
14-12,14,12,1021,212,no,no,0,,1,1,毓,1,1,毓,1,毓
14-13,14,13,1022,212,no,no,0,,4,3,逐; 篴; 蓫,1,1,逐,3,逐; 篴; 蓫
