character,in_tex,tex_entry_count,tex_entry_ids,tex_gsr_markers,tex_mc_forms,in_mand2mc,mand2mc_row_count,mand2mc_gsr_values,mand2mc_pinyin_values,mand2mc_mc_nwh_values,in_shengfu,shengfu_row_count,shengfu_phonetic_components,shengfu_component_levels,in_bs_gsr,bs_row_count,bs_gsr_values,bs_pinyin_values,bs_mc_values,bs_oc_values
𠷎,no,0,,,,yes,1,1090d,chou2,ḍiuw,yes,1,𠃬,1,no,0,,,,
𠷏,no,0,,,,no,0,,,,yes,2,冎,1,no,0,,,,
𠷓,no,0,,,,no,0,,,,yes,1,甹,1,no,0,,,,
𠻜,no,0,,,,no,0,,,,yes,2,率,1,no,0,,,,
𠼡,no,0,,,,yes,1,1090f,chou2,ḍiuw,no,0,,,no,0,,,,
𠿡,no,0,,,,no,0,,,,yes,1,叕,1,no,0,,,,
𡂒,no,0,,,,no,0,,,,yes,1,質,1,no,0,,,,
𡅻,no,0,,,,no,0,,,,yes,1,萈,1,no,0,,,,
𡈼,no,0,,,,yes,1,0835a,ting3,theṅX,yes,1,𡈼,1,no,0,,,,
𡉉,no,0,,,,no,0,,,,yes,1,㱿,1,no,0,,,,
𡊄,no,0,,,,no,0,,,,yes,1,弁,1,no,0,,,,
𡊅,no,0,,,,no,0,,,,yes,1,弁,1,no,0,,,,
𡌦,no,0,,,,no,0,,,,yes,1,非,1,no,0,,,,
𡌪,no,0,,,,no,0,,,,yes,1,圣,1,no,0,,,,
𡍦,no,0,,,,no,0,,,,yes,2,軍,1,no,0,,,,
𡍫,no,0,,,,no,0,,,,yes,1,則,1,no,0,,,,
𡍷,no,0,,,,yes,1,0881h,geng4,kəṅH,no,0,,,no,0,,,,
𡏲,no,0,,,,no,0,,,,yes,1,旡,2,no,0,,,,
𡏳,no,0,,,,yes,1,0480a,jian1,kean,no,0,,,no,0,,,,
𡐠,no,0,,,,no,0,,,,yes,3,圭,1,no,0,,,,
𡐨,no,0,,,,yes,1,0083m,ye3,yaeX,no,0,,,no,0,,,,
𡑡,no,0,,,,no,0,,,,yes,1,睘,1,no,0,,,,
𡔢,no,0,,,,no,0,,,,yes,2,吉,1,no,0,,,,
𡕒,no,0,,,,no,0,,,,yes,2,𡕒,1,no,0,,,,
𡕗,no,0,,,,no,0,,,,yes,1,丯,1,no,0,,,,
𡕢,no,0,,,,no,0,,,,yes,2,𡕢,1,no,0,,,,
𡕬,no,0,,,,no,0,,,,yes,1,亢,1,no,0,,,,
𡕮,no,0,,,,no,0,,,,yes,2,夌,1,no,0,,,,
𡖶,no,0,,,,no,0,,,,yes,1,莫,1,no,0,,,,
𡗥,no,0,,,,no,0,,,,yes,1,屯,1,no,0,,,,
𡗦,no,0,,,,no,0,,,,yes,1,介,1,no,0,,,,
𡗷,no,0,,,,no,0,,,,yes,1,瓜,1,no,0,,,,
𡗼,no,0,,,,no,0,,,,yes,1,𡗼,1,no,0,,,,
𡘍,no,0,,,,no,0,,,,yes,3,亘,1,no,0,,,,
𡙁,no,0,,,,yes,1,0733a,shuang3,ṣiaṅX,no,0,,,no,0,,,,
𡚇,no,0,,,,no,0,,,,yes,1,𥆞,1,no,0,,,,
𡚊,no,0,,,,no,0,,,,yes,1,雈,2,no,0,,,,
𡚮,no,0,,,,no,0,,,,yes,1,又,2,no,0,,,,
𡛟,no,0,,,,no,0,,,,yes,1,戉,1,no,0,,,,
𡛣,no,0,,,,no,0,,,,yes,2,𠂘,1,no,0,,,,
𡜂,no,0,,,,no,0,,,,yes,1,于,1,no,0,,,,
𡝩,no,0,,,,yes,1,1141e,yao1,qiew,no,0,,,no,0,,,,
𡝫,no,0,,,,no,0,,,,yes,2,占,1,no,0,,,,
𡞜,no,0,,,,no,0,,,,yes,1,酉,2,no,0,,,,
𡞞,no,0,,,,no,0,,,,yes,1,生,1,no,0,,,,
𡟨,no,0,,,,no,0,,,,yes,1,㚒,1,no,0,,,,
𡟬,no,0,,,,yes,1,0294c,mie4,myiet,no,0,,,no,0,,,,
𡟰,no,0,,,,no,0,,,,yes,1,冤,1,no,0,,,,
𡠗,no,0,,,,no,0,,,,yes,2,執,1,no,0,,,,
𡠜,no,0,,,,no,0,,,,yes,1,莫,1,no,0,,,,
𡡗,no,0,,,,no,0,,,,yes,1,𤔔,1,no,0,,,,
𡢎,no,0,,,,no,0,,,,yes,1,免,2,no,0,,,,
𡢕,no,0,,,,no,0,,,,yes,1,毀,1,no,0,,,,
𡢖,no,0,,,,no,0,,,,yes,3,𣪠,1,no,0,,,,
𡣬,no,0,,,,no,0,,,,yes,3,𥆞,1,no,0,,,,
𡥈,no,0,,,,no,0,,,,yes,1,爻,1,no,0,,,,
𡦳,no,0,,,,no,0,,,,yes,1,爻,1,no,0,,,,
𡧍,no,0,,,,no,0,,,,yes,1,丏,1,no,0,,,,
𡧮,no,0,,,,no,0,,,,yes,1,㫐,1,no,0,,,,
𡧯,no,0,,,,no,0,,,,yes,2,尗,1,no,0,,,,
𡨙,no,0,,,,yes,1,1097c,sou3,suwX,no,0,,,no,0,,,,
𡨴,no,0,,,,yes,1,0837b,ning2,neṅ,no,0,,,no,0,,,,
𡩋,no,0,,,,no,0,,,,yes,1,寍,1,no,0,,,,
𡪐,no,0,,,,no,0,,,,yes,1,執,1,no,0,,,,
𡫀,no,0,,,,no,0,,,,yes,1,敫,1,no,0,,,,
𡫬,no,0,,,,no,0,,,,yes,1,匊,1,no,0,,,,
𡫽,no,0,,,,no,0,,,,yes,3,女,1,no,0,,,,
𡬄,no,0,,,,no,0,,,,yes,1,水,1,no,0,,,,
𡬯,no,0,,,,no,0,,,,yes,1,𡬯,1,no,0,,,,
𡭐,no,0,,,,no,0,,,,yes,1,叀,1,no,0,,,,
𡭴,no,0,,,,yes,1,0787a,xi4,khiaek,yes,1,𡭴,1,no,0,,,,
𡭽,no,0,,,,yes,1,0787b,xi4,khiaek,no,0,,,no,0,,,,
𡯴,no,0,,,,no,0,,,,yes,4,卓,1,no,0,,,,
𡰖,no,0,,,,no,0,,,,yes,2,是,1,no,0,,,,
𡰠,no,0,,,,no,0,,,,yes,3,蠃,1,no,0,,,,
𡰢,no,0,,,,no,0,,,,yes,1,巂,1,no,0,,,,
𡰥,no,0,,,,no,0,,,,yes,1,尸,1,no,0,,,,
𡰫,no,0,,,,no,0,,,,yes,2,𡰫,1,no,0,,,,
𡰿,no,0,,,,no,0,,,,yes,1,𡰿,1,no,0,,,,
𡱂,no,0,,,,yes,1,0429a,tun2,dwon,yes,1,𡱂,1,no,0,,,,
𡱣,no,0,,,,no,0,,,,yes,3,吕,2,no,0,,,,
𡲾,no,0,,,,no,0,,,,yes,1,妥,1,no,0,,,,
𡳸,no,0,,,,no,0,,,,yes,1,秝,1,no,0,,,,
𡴆,no,0,,,,no,0,,,,yes,1,六,1,no,0,,,,
𡴘,no,0,,,,no,0,,,,yes,1,幸,1,no,0,,,,
𡴞,no,0,,,,yes,1,0468k,yun3,yiwinX,no,0,,,no,0,,,,
𡶑,no,0,,,,no,0,,,,yes,1,甘,1,no,0,,,,
𡶒,no,0,,,,yes,1,0500n,fu2,biut,no,0,,,no,0,,,,
𡷥,no,0,,,,no,0,,,,yes,1,告¹,1,no,0,,,,
𡷨,no,0,,,,no,0,,,,yes,1,巠,1,no,0,,,,
𡸟,no,0,,,,no,0,,,,yes,1,甾,1,no,0,,,,
𡸤,no,0,,,,no,0,,,,yes,1,爿,1,no,0,,,,
𡹔,no,0,,,,no,0,,,,yes,1,朋,1,no,0,,,,
𡹲,no,0,,,,no,0,,,,yes,1,疋,1,no,0,,,,
𡺮,no,0,,,,no,0,,,,yes,1,妃,2,no,0,,,,
𡻚,no,0,,,,yes,1,0746k,kang1,khaṅ,no,0,,,no,0,,,,
𡻣,no,0,,,,no,0,,,,yes,1,多,2,no,0,,,,
𡻭,no,0,,,,no,0,,,,yes,1,畾,1,no,0,,,,
𡼊,no,0,,,,no,0,,,,yes,1,畾,1,no,0,,,,
𡼾,no,0,,,,no,0,,,,yes,2,會,1,no,0,,,,
𡽃,no,0,,,,no,0,,,,yes,2,隓,1,no,0,,,,
𡾋,no,0,,,,no,0,,,,yes,1,畾,1,no,0,,,,
𡿋,no,0,,,,no,0,,,,yes,1,萬,1,no,0,,,,
𡿖,no,0,,,,no,0,,,,yes,2,丯,1,no,0,,,,
𡿧,no,0,,,,no,0,,,,yes,1,𡿧,1,no,0,,,,
𡿪,no,0,,,,no,0,,,,yes,1,列,1,no,0,,,,
𡿿,no,0,,,,no,0,,,,yes,1,或,1,no,0,,,,
𢀇,no,0,,,,yes,1,0964d,zi3,tsiX,no,0,,,no,0,,,,
𢀜,no,0,,,,yes,1,1172p,gong3,kiəwṅX,no,0,,,no,0,,,,
𢀷,no,0,,,,yes,1,0444a,jin3,kiɨnX,no,0,,,no,0,,,,
𢁥,no,0,,,,no,0,,,,yes,1,分,1,no,0,,,,
𢂷,no,0,,,,no,0,,,,yes,1,合,1,no,0,,,,
𢂹,no,0,,,,no,0,,,,yes,1,皃,1,no,0,,,,
𢂺,no,0,,,,no,0,,,,yes,1,𣦼,1,no,0,,,,
𢃀,no,0,,,,no,0,,,,yes,1,巫,1,no,0,,,,
𢃳,no,0,,,,no,0,,,,yes,1,巴,1,no,0,,,,
𢃴,no,0,,,,no,0,,,,yes,1,剌,1,no,0,,,,
𢄉,no,0,,,,yes,1,0428c,tun2,dwon,no,0,,,no,0,,,,
𢄐,no,0,,,,no,0,,,,yes,2,冡,1,no,0,,,,
𢄔,no,0,,,,no,0,,,,yes,1,帶,1,no,0,,,,
𢄢,no,0,,,,no,0,,,,yes,1,執,1,no,0,,,,
𢅏,no,0,,,,no,0,,,,yes,1,兼,2,no,0,,,,
𢅡,no,0,,,,no,0,,,,yes,1,監,1,no,0,,,,
𢅯,no,0,,,,no,0,,,,yes,2,奮,1,no,0,,,,
𢅼,no,0,,,,no,0,,,,yes,1,𤔿,1,no,0,,,,
𢆉,no,0,,,,no,0,,,,yes,1,南,1,no,0,,,,
𢆞,no,0,,,,no,0,,,,yes,1,幵,1,no,0,,,,
𢆶,no,0,,,,yes,2,1115b,you1,qyiw; qiuw,yes,2,幺,1,no,0,,,,
𢇅,no,0,,,,no,0,,,,yes,1,卝,1,no,0,,,,
𢇍,no,0,,,,no,0,,,,yes,1,絕,1,no,0,,,,
𢇛,no,0,,,,no,0,,,,yes,1,乇,1,no,0,,,,
𢇷,no,0,,,,no,0,,,,yes,1,犮,1,no,0,,,,
𢉥,no,0,,,,no,0,,,,yes,2,曷,1,no,0,,,,
𢉩,no,0,,,,yes,1,0653f,yin1,qim,no,0,,,no,0,,,,
𢊕,no,0,,,,no,0,,,,yes,2,悤,1,no,0,,,,
𢌳,no,0,,,,no,0,,,,yes,1,𢌳,1,no,0,,,,
𢌻,no,0,,,,no,0,,,,yes,1,六,1,no,0,,,,
𢍏,no,0,,,,no,0,,,,yes,1,龹,1,no,0,,,,
𢍚,no,0,,,,no,0,,,,yes,1,胃,1,no,0,,,,
𢍰,no,0,,,,yes,1,0790i,yi4,yiek,yes,1,睪,1,no,0,,,,
𢎘,no,0,,,,no,0,,,,yes,2,𢎘,1,no,0,,,,
𢏗,no,0,,,,no,0,,,,yes,1,幵,1,no,0,,,,
𢏙,no,0,,,,no,0,,,,yes,1,羊,1,no,0,,,,
𢏚,no,0,,,,yes,1,1090b,chou2,ḍiuw,no,0,,,no,0,,,,
𢑄,no,0,,,,no,0,,,,yes,1,䍃,1,no,0,,,,
𢑆,no,0,,,,no,0,,,,yes,1,雈,2,no,0,,,,
𢑓,no,0,,,,no,0,,,,yes,1,家,1,no,0,,,,
𢑢,no,0,,,,no,0,,,,yes,1,勿,1,no,0,,,,
𢓇,no,0,,,,no,0,,,,yes,1,內,1,no,0,,,,
𢓈,no,0,,,,no,0,,,,yes,1,勻,1,no,0,,,,
𢓊,no,0,,,,yes,1,0871b,xi3,sieX,no,0,,,no,0,,,,
𢓜,no,0,,,,yes,1,0766x,ge2,kaek,yes,1,各,1,no,0,,,,
𢓠,no,0,,,,yes,1,0478l,shen1,ṣin,yes,1,先,1,no,0,,,,
𢓡,no,0,,,,no,0,,,,yes,1,夷,1,no,0,,,,
𢓱,no,0,,,,yes,1,1197p,feng2,biəwṅ,yes,1,丰,1,no,0,,,,
𢔟,no,0,,,,no,0,,,,yes,1,柔,1,no,0,,,,
𢕬,no,0,,,,no,0,,,,yes,2,澀,1,no,0,,,,
𢖊,no,0,,,,no,0,,,,yes,1,甹,1,no,0,,,,
𢖫,no,0,,,,no,0,,,,yes,1,乂,1,no,0,,,,
𢖳,no,0,,,,no,0,,,,yes,1,于,1,no,0,,,,
𢗊,no,0,,,,yes,1,0327i,xie4,heayH,yes,2,介,1,no,0,,,,
𢘁,no,0,,,,no,0,,,,yes,1,僉,1,no,0,,,,
𢘋,no,0,,,,no,0,,,,yes,2,弋,1,no,0,,,,
𢘍,no,0,,,,no,0,,,,yes,1,弗,1,no,0,,,,
𢘽,no,0,,,,no,0,,,,yes,2,曳,1,no,0,,,,
𢙅,no,0,,,,no,0,,,,yes,2,合,1,no,0,,,,
𢙼,no,0,,,,no,0,,,,yes,1,巠,1,no,0,,,,
𢛁,no,0,,,,no,0,,,,yes,1,制,1,no,0,,,,
𢛃,no,0,,,,no,0,,,,yes,2,咎,1,no,0,,,,
𢛆,no,0,,,,no,0,,,,yes,1,弦,1,no,0,,,,
𢛈,no,0,,,,no,0,,,,yes,1,占,1,no,0,,,,
𢛛,no,0,,,,no,0,,,,yes,1,㞷,1,no,0,,,,
𢜭,no,0,,,,no,0,,,,yes,2,𧮫,1,no,0,,,,
𢜮,no,0,,,,no,0,,,,yes,3,某,1,no,0,,,,
𢜳,no,0,,,,no,0,,,,yes,1,𢜳,1,no,0,,,,
𢜽,no,0,,,,no,0,,,,yes,2,癸,1,no,0,,,,
𢝆,no,0,,,,no,0,,,,yes,1,東,2,no,0,,,,
𢞏,no,0,,,,no,0,,,,yes,1,宫,1,no,0,,,,
𢟤,no,0,,,,no,0,,,,yes,2,𠩺,1,no,0,,,,
𢠜,no,0,,,,no,0,,,,yes,1,孛,1,no,0,,,,
𢠵,no,0,,,,yes,1,0725x,chang3,chiaṅX,no,0,,,no,0,,,,
𢠽,no,0,,,,no,0,,,,yes,1,象,1,no,0,,,,
𢡃,no,0,,,,no,0,,,,yes,1,𠶷,1,no,0,,,,
𢡈,no,0,,,,no,0,,,,yes,3,叕; 祟,1,no,0,,,,
𢢞,no,0,,,,no,0,,,,yes,2,𣪠,1,no,0,,,,
𢣢,no,0,,,,no,0,,,,yes,1,劦,1,no,0,,,,
𢤂,no,0,,,,no,0,,,,yes,1,黎,1,no,0,,,,
𢤧,no,0,,,,no,0,,,,yes,1,皃,1,no,0,,,,
𢥘,no,0,,,,yes,1,0880b,xie2,ḫwey,yes,1,巂,1,no,0,,,,
𢥞,no,0,,,,yes,1,1009f,chong1,dowṅ,yes,1,蟲,1,no,0,,,,
𢥠,no,0,,,,no,0,,,,yes,1,雙,1,no,0,,,,
𢦏,no,0,,,,yes,1,0943o,zai1,tsəy,no,0,,,no,0,,,,
𢦒,no,0,,,,yes,1,0943l,zai1,tsəy,yes,1,才,2,no,0,,,,
𢦔,no,0,,,,no,0,,,,yes,1,才,2,no,0,,,,
𢦚,no,0,,,,yes,1,0007f,hua4,ḫwaeX,yes,1,戈,1,no,0,,,,
𢦟,no,0,,,,yes,1,0651v,kan1,khom,yes,1,今,1,no,0,,,,
𢦨,no,0,,,,yes,1,1185f,yong3,yiəwṅX,no,0,,,no,0,,,,
𢧀,no,0,,,,no,0,,,,yes,1,干,1,no,0,,,,
𢧢,no,0,,,,yes,1,0785a,ji3,kiaek,no,0,,,no,0,,,,
𢧤,no,0,,,,no,0,,,,yes,2,呈,2,no,0,,,,
𢧵,no,0,,,,yes,1,0310a,jie2,dzet,no,0,,,no,0,,,,
𢪇,no,0,,,,no,0,,,,yes,1,爿,1,no,0,,,,
𢪏,no,0,,,,yes,1,0304e,hu2,ḫwət,no,0,,,no,0,,,,
𢫦,no,0,,,,no,0,,,,yes,1,百,1,no,0,,,,
𢬴,no,0,,,,no,0,,,,yes,2,𦔮,1,no,0,,,,
𢯲,no,0,,,,yes,1,0273b,wan4,qwanH,yes,1,𥄗,1,no,0,,,,
𢯹,no,0,,,,no,0,,,,yes,1,革,1,no,0,,,,
𢱢,no,0,,,,no,0,,,,yes,1,索,1,no,0,,,,
𢱧,no,0,,,,no,0,,,,yes,1,比,1,no,0,,,,
𢴧,no,0,,,,no,0,,,,yes,1,二,1,no,0,,,,
𢵧,no,0,,,,no,0,,,,yes,1,閒,1,no,0,,,,
𢶉,no,0,,,,no,0,,,,yes,1,包,1,no,0,,,,
𢶡,no,0,,,,no,0,,,,yes,2,敫,1,no,0,,,,
𢷏,no,0,,,,no,0,,,,yes,1,菐,1,no,0,,,,
𢹃,no,0,,,,no,0,,,,yes,2,頃,1,no,0,,,,
𢺈,no,0,,,,no,0,,,,yes,1,䜌,1,no,0,,,,
𢺵,no,0,,,,yes,1,0864f,qi4,khyieH,yes,1,支,1,no,0,,,,
𢻬,no,0,,,,no,0,,,,yes,2,亡,1,no,0,,,,
𢻰,no,0,,,,no,0,,,,yes,2,巳,1,no,0,,,,
𢻱,no,0,,,,no,0,,,,yes,1,它,1,no,0,,,,
𢻹,no,0,,,,no,0,,,,yes,4,比,1,no,0,,,,
𢼂,no,0,,,,yes,1,1167f,jiao4,kaewH,no,0,,,no,0,,,,
𢼟,no,0,,,,no,0,,,,yes,1,㞷,1,no,0,,,,
𢼸,no,0,,,,yes,1,0584a,wei1,miɨy,yes,1,微,1,no,0,,,,
𢽎,no,0,,,,no,0,,,,yes,1,干,1,no,0,,,,
𢽴,no,0,,,,no,0,,,,yes,1,豖,1,no,0,,,,
𢾅,no,0,,,,no,0,,,,yes,1,石,1,no,0,,,,
𢾝,no,0,,,,no,0,,,,yes,1,韋,1,no,0,,,,
𢾫,no,0,,,,no,0,,,,yes,1,止,1,no,0,,,,
𢿢,no,0,,,,no,0,,,,yes,1,𤔔,1,no,0,,,,
𢿣,no,0,,,,no,0,,,,yes,2,堯,1,no,0,,,,
𢿱,no,0,,,,no,0,,,,yes,1,散1,1,no,0,,,,
𢿲,no,0,,,,no,0,,,,yes,1,堯,1,no,0,,,,
𣀆,no,0,,,,no,0,,,,yes,1,聿,3,no,0,,,,
𣀔,no,0,,,,no,0,,,,yes,1,算,1,no,0,,,,
𣀕,no,0,,,,yes,1,0320g,bai4,paeyH,no,0,,,no,0,,,,
𣀘,no,0,,,,no,0,,,,yes,1,𠃬,1,no,0,,,,
𣀧,no,0,,,,no,0,,,,yes,2,散1,1,no,0,,,,
𣀷,no,0,,,,no,0,,,,yes,2,麗,1,no,0,,,,
𣁟,no,0,,,,no,0,,,,yes,1,𠩺,1,no,0,,,,
𣂁,no,0,,,,no,0,,,,yes,1,兆,1,no,0,,,,
𣂆,no,0,,,,no,0,,,,yes,2,方,2,no,0,,,,
𣃈,no,0,,,,yes,1,0045p',zhuo2,ṭiak,no,0,,,no,0,,,,
𣃘,no,0,,,,no,0,,,,yes,1,𣃘,1,no,0,,,,
𣃚,no,0,,,,no,0,,,,yes,1,亢,1,no,0,,,,
𣄠,no,0,,,,no,0,,,,yes,1,猋,1,no,0,,,,
𣄧,no,0,,,,no,0,,,,yes,1,遺,1,no,0,,,,
𣄴,no,0,,,,no,0,,,,yes,2,京,1,no,0,,,,
𣄵,no,0,,,,no,0,,,,yes,1,京,1,no,0,,,,
𣄸,no,0,,,,no,0,,,,yes,1,冎,1,no,0,,,,
𣅔,no,0,,,,yes,1,0924e,ze4,tṣik,no,0,,,no,0,,,,
𣅳,no,0,,,,no,0,,,,yes,1,夨,1,no,0,,,,
𣆑,no,0,,,,no,0,,,,yes,1,冊,1,no,0,,,,
𣇳,no,0,,,,yes,1,0952r,qi2,gi,no,0,,,no,0,,,,
𣉘,no,0,,,,no,0,,,,yes,2,能,1,no,0,,,,
𣉩,no,0,,,,no,0,,,,yes,1,亞,1,no,0,,,,
𣊓,no,0,,,,no,0,,,,yes,1,執,1,no,0,,,,
𣍃,no,0,,,,yes,1,0385l,yin4,yinH,yes,2,申,1,no,0,,,,
𣎅,no,0,,,,no,0,,,,yes,1,曷,1,no,0,,,,
𣎓,no,0,,,,no,0,,,,yes,3,旋,1,no,0,,,,
𣎜,no,0,,,,no,0,,,,yes,2,蠅,1,no,0,,,,
𣎮,no,0,,,,no,0,,,,yes,1,我,2,no,0,,,,
𣎳,no,0,,,,no,0,,,,yes,2,𣎳; 麻,1,no,0,,,,
𣏗,no,0,,,,no,0,,,,yes,1,吕,2,no,0,,,,
𣏟,no,0,,,,no,0,,,,yes,1,麻,1,no,0,,,,
𣐊,no,0,,,,no,0,,,,yes,1,九,1,no,0,,,,
𣐺,no,0,,,,no,0,,,,yes,1,𢎘,1,no,0,,,,
𣒃,no,0,,,,no,0,,,,yes,2,役,1,no,0,,,,
𣓀,no,0,,,,yes,1,0382i,zhen1,tṣin,yes,2,辛,1,no,0,,,,
𣓌,no,0,,,,yes,2,1068c,gao1; gao3,kaw; kawX,yes,2,咎,1,no,0,,,,
𣓗,no,0,,,,no,0,,,,yes,1,勿,1,no,0,,,,
𣔳,no,0,,,,yes,1,0792e,tuo4,thak,no,0,,,no,0,,,,
𣔵,no,0,,,,no,0,,,,yes,1,㲋,1,no,0,,,,
𣔶,no,0,,,,no,0,,,,yes,1,㔾,1,no,0,,,,
𣔺,no,0,,,,no,0,,,,yes,2,冃,1,no,0,,,,
𣔾,no,0,,,,no,0,,,,yes,1,㒸,1,no,0,,,,
𣖼,no,0,,,,no,0,,,,yes,2,勻,1,no,0,,,,
𣖾,no,0,,,,no,0,,,,yes,1,𤰇,1,no,0,,,,
𣘘,no,0,,,,no,0,,,,yes,1,辛,1,no,0,,,,
𣘫,no,0,,,,no,0,,,,yes,1,号,2,no,0,,,,
𣙿,no,0,,,,no,0,,,,yes,1,弗,2,no,0,,,,
𣚎,no,0,,,,no,0,,,,yes,1,畾,1,no,0,,,,
𣚏,no,0,,,,no,0,,,,yes,1,䀠,1,no,0,,,,
𣛒,no,0,,,,no,0,,,,yes,1,𫩀,1,no,0,,,,
𣛹,no,0,,,,no,0,,,,yes,1,耑,1,no,0,,,,
𣛺,no,0,,,,no,0,,,,yes,1,桼,1,no,0,,,,
𣝇,no,0,,,,no,0,,,,yes,1,䀠,1,no,0,,,,
𣝋,no,0,,,,no,0,,,,yes,1,眔,1,no,0,,,,
𣝍,no,0,,,,no,0,,,,yes,1,甫,2,no,0,,,,
𣞐,no,0,,,,no,0,,,,yes,1,舄,1,no,0,,,,
𣟌,no,0,,,,no,0,,,,yes,1,𫩀,1,no,0,,,,
𣟳,no,0,,,,no,0,,,,yes,1,睘,1,no,0,,,,
𣟵,no,0,,,,no,0,,,,yes,1,虍,2,no,0,,,,
𣟸,no,0,,,,no,0,,,,yes,1,米,2,no,0,,,,
𣠞,no,0,,,,no,0,,,,yes,2,聶,1,no,0,,,,
𣡌,no,0,,,,yes,1,0252j,nie4,ṅat,yes,1,鬳,1,no,0,,,,
𣢆,no,0,,,,no,0,,,,yes,1,气,2,no,0,,,,
𣢑,no,0,,,,no,0,,,,yes,1,𣢑,1,no,0,,,,
𣢜,no,0,,,,no,0,,,,yes,2,幺,1,no,0,,,,
𣢰,no,0,,,,yes,1,1031e,zu2,tsiuwk,yes,1,戚,1,no,0,,,,
𣣌,no,0,,,,no,0,,,,yes,2,次,1,no,0,,,,
𣣲,no,0,,,,no,0,,,,yes,1,劦,1,no,0,,,,
𣣳,no,0,,,,no,0,,,,yes,1,䍃,1,no,0,,,,
𣣸,no,0,,,,no,0,,,,yes,1,卣,1,no,0,,,,
𣤢,no,0,,,,no,0,,,,yes,1,𣪠,1,no,0,,,,
𣤶,no,0,,,,no,0,,,,yes,3,鼀,1,no,0,,,,
𣤹,no,0,,,,no,0,,,,yes,1,焦,1,no,0,,,,
𣥂,no,0,,,,no,0,,,,yes,1,𣥂,1,no,0,,,,
𣥹,no,0,,,,no,0,,,,yes,1,叔,1,no,0,,,,
𣥺,no,0,,,,yes,1,0725u,cheng2,ḍaeṅ,yes,1,尚,1,no,0,,,,
𣦟,no,0,,,,yes,1,1188u,zhong3,ciəwṅX,no,0,,,no,0,,,,
𣦼,no,0,,,,yes,1,0154a,can2,dzan,yes,1,𣦼,1,no,0,,,,
𣨙,no,0,,,,no,0,,,,yes,2,禾,2,no,0,,,,
𣨛,no,0,,,,no,0,,,,yes,2,卒,1,no,0,,,,
𣪌,no,0,,,,no,0,,,,yes,1,豆,1,no,0,,,,
𣪘,no,0,,,,yes,1,0987a,gui3,kwiyX,no,0,,,no,0,,,,
𣪠,no,0,,,,no,0,,,,yes,1,𣪠,1,no,0,,,,
𣪯,no,0,,,,no,0,,,,yes,3,宫,1,no,0,,,,
𣫐,no,0,,,,no,0,,,,yes,1,𠃬,1,no,0,,,,
𣬈,no,0,,,,no,0,,,,yes,1,比,1,no,0,,,,
𣬉,no,0,,,,yes,1,0566e',pi2,byiy,no,0,,,no,0,,,,
𣬎,no,0,,,,no,0,,,,yes,1,夬,1,no,0,,,,
𣬔,no,0,,,,yes,1,0975k,shi4,ṣiH,no,0,,,no,0,,,,
𣬕,no,0,,,,no,0,,,,yes,1,五,1,no,0,,,,
𣮆,no,0,,,,no,0,,,,yes,1,兌,1,no,0,,,,
𣯍,no,0,,,,yes,1,0467c,run3,ñiwinX,yes,1,鷕,1,no,0,,,,
𣯩,no,0,,,,no,0,,,,yes,1,㒼,1,no,0,,,,
𣱐,no,0,,,,no,0,,,,yes,1,垔,1,no,0,,,,
𣱓,no,0,,,,no,0,,,,yes,1,學,1,no,0,,,,
𣲵,no,0,,,,no,0,,,,yes,1,枳,1,no,0,,,,
𣳦,no,0,,,,no,0,,,,yes,1,囟,1,no,0,,,,
𣴪,no,0,,,,no,0,,,,yes,1,卑,1,no,0,,,,
𣵷,no,0,,,,no,0,,,,yes,1,甘,1,no,0,,,,
𣵽,no,0,,,,no,0,,,,yes,1,夭,1,no,0,,,,
𣶏,no,0,,,,no,0,,,,yes,1,疌,1,no,0,,,,
𣸈,no,0,,,,yes,1,1097f,sou3,ṣiuwX,no,0,,,no,0,,,,
𣹋,no,0,,,,no,0,,,,yes,1,鳧,1,no,0,,,,
𣹬,no,0,,,,no,0,,,,yes,1,㱿,1,no,0,,,,
𣹳,no,0,,,,yes,1,1104b,liu2,liuw,no,0,,,no,0,,,,
𣻏,no,0,,,,yes,1,1070n,jiao1,kew,no,0,,,no,0,,,,
𣻐,no,0,,,,no,0,,,,yes,1,且,1,no,0,,,,
𣽉,no,0,,,,yes,1,0134g,ru2,ñiu,no,0,,,no,0,,,,
𣾄,no,0,,,,no,0,,,,yes,1,眔,1,no,0,,,,
𣿊,no,0,,,,no,0,,,,yes,1,柬,1,no,0,,,,
𣿒,no,0,,,,no,0,,,,yes,1,辠,1,no,0,,,,
𤀤,no,0,,,,no,0,,,,yes,2,算,1,no,0,,,,
𤁰,no,0,,,,no,0,,,,yes,1,知,1,no,0,,,,
𤂥,no,0,,,,no,0,,,,yes,2,知,1,no,0,,,,
𤃭,no,0,,,,no,0,,,,yes,1,焦,1,no,0,,,,
𤃴,no,0,,,,no,0,,,,yes,1,戉,1,no,0,,,,
𤃷,no,0,,,,no,0,,,,yes,2,音,1,no,0,,,,
𤄎,no,0,,,,no,0,,,,yes,1,兒,1,no,0,,,,
𤄫,no,0,,,,no,0,,,,yes,1,釆,1,no,0,,,,
𤄶,no,0,,,,no,0,,,,yes,1,樂,1,no,0,,,,
𤅢,no,0,,,,yes,1,1119e,yue4,yak,yes,1,龠,1,no,0,,,,
